1; 0.311722;
2; 0.311020;
3; 0.302232;
4; 0.297661;
5; 0.275752;
6; 0.164701;
7; 0.163681;
8; 0.163669;
9; 0.160879;
10; 0.066739;
11; 0.063288;
12; 0.009149;
13; 0.008293;
14; 0.000546;
15; 0.000471;
16; 0.000017;
17; 0.000014;
18; 0.000000;
19; 0.000000;
20; 0.000000;
21; 0.000000;
22; 0.000000;
23; 0.000000;
24; 0.000000;
25; 0.000000;
